order_id,product_name,order_date,order_type,payment_method,rating,price,region,preparation_time_minutes,quantity,line_total,employee_id
ORD00024,Coffee,2026-04-16 12:31,Online,E-Wallet,4,23.88,Central,11,4,95.52,EMP006
ORD00240,Fries,2026-01-16 12:15,Takeaway,E-Wallet,5,24.11,West,42,4,96.44,EMP015
ORD00004,Wrap,2026-05-12 22:24,Dine-In,Cash,3,12.94,East,36,3,38.82,EMP011
ORD00301,Rice Bowl,2026-04-17 13:57,Dine-In,Card,4,6.19,North,6,3,18.57,EMP002
ORD00220,Coffee,2026-04-05 14:15,Dine-In,Cash,2,29.54,Central,35,3,88.62,EMP015
ORD00268,Latte,2026-04-27 10:05,Takeaway,Cash,1,37.55,East,10,4,150.2,EMP007
ORD00233,Latte,2026-03-17 20:44,Takeaway,E-Wallet,3,14.65,Central,34,5,73.25,EMP030
ORD00142,Rice Bowl,2026-03-13 20:39,Takeaway,Card,,32.54,North,7,4,130.16,EMP016
ORD00088,Coffee,2026-03-20 14:42,Dine-In,E-Wallet,1,18.79,West,43,4,75.16,EMP023
ORD00127,Rice Bowl,2026-02-18 08:33,Takeaway,Card,2,2.9,North,3,3,8.7,EMP022
ORD00336,Burger,2026-01-21 16:31,Dine-In,E-Wallet,4,9.05,South,18,1,9.05,EMP001
ORD00095,Noodles,2026-06-05 13:23,Takeaway,Cash,1,29.42,East,28,5,147.1,EMP016
ORD00176,Fries,2026-06-30 10:29,Online,E-Wallet,1,5.2,East,32,1,5.2,EMP005
ORD00001,Noodles,2026-01-12 13:57,Takeaway,Cash,1,20.98,North,38,3,62.94,EMP006
ORD00247,Smoothie,2026-04-11 08:25,Takeaway,Card,2,11.47,Central,41,3,34.41,EMP005
ORD00150,Pasta,2026-04-24 11:40,Takeaway,Cash,2,15.65,West,21,5,78.25,EMP026
ORD00036,Coffee,2026-01-09 11:06,Online,Card,4,27.91,Central,3,3,83.73,EMP022
ORD00071,Sandwich,2026-06-30 09:55,Online,Cash,5,19.74,North,30,2,39.48,EMP029
ORD00165,Pizza,2026-02-13 22:29,Online,Cash,4,29.5,East,16,5,147.5,EMP009
ORD00283,Fries,2026-02-12 18:54,Online,Card,3,15.64,Central,30,4,62.56,EMP018
ORD00221,Salad,2026-06-04 18:24,Online,Card,3,22.68,Central,41,3,68.04,EMP021
ORD00052,Pasta,2026-02-10 10:58,Online,Cash,4,24.65,West,26,5,123.25,EMP025
ORD00195,Cake,2026-02-27 21:23,Takeaway,E-Wallet,5,22.45,Central,27,2,44.9,EMP012
ORD00327,Noodles,2026-05-26 21:00,Takeaway,Cash,2,3.58,South,24,2,7.16,EMP010
ORD00271,Salad,2026-03-05 09:30,Online,Cash,4,4.08,North,18,4,16.32,EMP023
ORD00333,Burger,2026-04-26 20:41,Takeaway,Card,2,24.43,Central,34,1,24.43,EMP018
ORD00056,Cake,2026-01-08 20:11,Online,Card,3,35.41,South,21,2,70.82,EMP002
ORD00124,Salad,2026-03-29 14:32,Takeaway,Cash,4,9.55,Central,10,4,38.2,EMP020
ORD00031,Cake,2026-06-10 17:33,Online,Cash,4,38.87,South,3,3,116.61,EMP012
ORD00052,Wrap,2026-01-24 21:53,Takeaway,E-Wallet,1,23.45,North,4,4,93.8,EMP007
ORD00264,Cake,2026-03-10 10:54,Online,Card,3,36.12,South,7,1,36.12,EMP029
ORD00039,Rice Bowl,2026-01-10 21:37,Online,Cash,4,7.41,Central,41,2,14.82,EMP021
ORD00167,Sandwich,2026-04-07 12:25,Dine-In,E-Wallet,2,5.38,East,38,1,5.38,EMP012
ORD00163,Smoothie,2026-01-01 11:23,Online,E-Wallet,3,10.98,West,27,1,10.98,EMP009
ORD00059,Latte,2026-05-29 16:35,Online,Cash,2,19.53,East,44,4,78.12,EMP027
ORD00001,Cake,2026-01-29 17:48,Online,Cash,2,25.55,North,37,5,127.75,EMP017
ORD00201,Salad,2026-05-29 15:42,Takeaway,Cash,4,27.83,East,26,4,111.32,EMP006
ORD00209,Cake,2026-01-28 20:59,Takeaway,Card,1,21.19,North,26,2,42.38,EMP016
ORD00229,Sandwich,2026-03-05 14:22,Dine-In,Card,4,32.43,East,21,2,64.86,EMP027
ORD00012,Cake,2026-01-15 18:11,Online,E-Wallet,2,18.7,South,5,3,56.1,EMP012
ORD00100,Latte,2026-05-17 08:20,Dine-In,Cash,1,38.44,North,38,1,38.44,EMP021
ORD00045,Noodles,2026-06-04 15:09,Dine-In,Card,3,17.55,East,13,4,70.2,EMP014
ORD00050,Smoothie,2026-03-02 11:50,Dine-In,E-Wallet,4,28.97,East,42,4,115.88,EMP022
ORD00016,Smoothie,2026-06-20 21:06,Online,E-Wallet,3,7.64,West,3,2,15.28,EMP030
ORD00029,Tea,2026-03-25 14:05,Online,E-Wallet,5,11.33,West,15,1,11.33,EMP001
ORD00120,Cake,2026-03-18 20:13,Takeaway,E-Wallet,4,5.98,East,31,4,23.92,EMP012
ORD00334,Latte,2026-05-09 19:07,Dine-In,E-Wallet,2,36.46,West,14,3,109.38,EMP008
ORD00077,Cake,2026-06-26 22:55,Dine-In,Card,5,10.98,West,28,1,10.98,EMP003
ORD00089,Wrap,2026-01-11 13:12,Takeaway,Cash,4,18.84,East,44,1,18.84,EMP013
ORD00292,Burger,2026-03-04 20:31,Online,Card,1,9.7,North,11,3,29.1,EMP023
ORD00350,Wrap,2026-01-05 18:03,Takeaway,E-Wallet,1,21.9,East,31,4,87.6,EMP019
ORD00074,Burger,2026-06-01 10:57,Takeaway,Cash,5,9.11,Central,14,1,9.11,EMP012
ORD00168,Pizza,2026-01-08 16:43,Dine-In,Card,2,26.35,West,13,1,26.35,EMP028
ORD00065,Rice Bowl,2026-06-28 21:28,Online,E-Wallet,1,10.06,Central,23,5,50.3,EMP030
ORD00259,Smoothie,2026-02-10 19:45,Takeaway,Cash,1,35.07,North,19,1,35.07,EMP017
ORD00270,Coffee,2026-01-17 12:13,Takeaway,Card,2,8.95,Central,31,2,17.9,EMP022
ORD00198,Coffee,2026-04-27 13:19,Online,Card,1,30.1,West,6,4,120.4,EMP030
ORD00051,Coffee,2026-04-03 20:43,Dine-In,Cash,4,20.76,South,32,2,41.52,EMP011
ORD00206,Burger,2026-04-07 12:14,Online,Card,5,2.62,North,11,5,13.1,EMP015
ORD00122,Noodles,2026-02-03 17:52,Dine-In,Cash,4,24.32,South,7,3,72.96,EMP001
ORD00073,Smoothie,2026-02-08 10:29,Dine-In,Cash,1,16.06,West,19,1,16.06,EMP019
ORD00018,Fries,2026-01-24 09:06,Dine-In,Card,1,17.69,West,23,5,88.45,EMP010
ORD00208,Sandwich,2026-06-03 13:49,Takeaway,E-Wallet,5,18.57,West,6,5,92.85,EMP021
ORD00254,,2026-05-31 17:05,Online,Card,4,18.91,North,3,5,94.55,EMP023
ORD00027,Tea,2026-02-16 18:56,Online,Card,1,12.14,Central,44,3,36.42,EMP021
ORD00067,Pizza,2026-04-25 19:46,Online,E-Wallet,5,25.61,Central,18,4,102.44,EMP023
ORD00095,Smoothie,2026-05-20 10:45,Dine-In,Card,4,27.09,East,8,2,54.18,EMP030
ORD00301,Tea,2026-05-11 16:01,Dine-In,Cash,3,39.55,North,36,1,39.55,EMP027
ORD00176,Tea,2026-02-02 10:58,Dine-In,Card,4,9.46,North,39,1,9.46,EMP029
ORD00120,Latte,2026-06-25 14:16,Takeaway,Card,1,31.05,Central,11,5,155.25,EMP012
ORD00267,Coffee,2026-04-13 11:43,Takeaway,Card,4,38.36,West,35,2,76.72,EMP029
ORD00213,Rice Bowl,2026-01-31 22:11,Takeaway,Cash,4,39.27,Central,8,2,78.54,EMP030
ORD00133,Cake,2026-06-26 16:02,Takeaway,E-Wallet,3,20.97,North,11,5,104.85,EMP026
ORD00066,Tea,2026-05-25 18:42,Online,Cash,4,5.16,North,4,4,20.64,EMP028
ORD00241,Sandwich,2026-04-04 09:31,Online,Cash,1,31.62,Central,7,5,158.1,EMP009
ORD00210,Noodles,2026-01-14 16:30,Online,Cash,3,24.53,South,29,4,98.12,EMP015
ORD00103,Wrap,2026-04-16 15:54,Online,Card,1,10.96,Central,40,3,32.88,EMP002
ORD00286,Cake,2026-04-20 15:55,Dine-In,Card,3,32.64,East,39,5,163.2,EMP023
ORD00258,Smoothie,2026-04-14 15:53,Online,Cash,4,12.08,East,16,2,24.16,EMP030
ORD00261,Burger,2026-03-22 22:00,Takeaway,Cash,3,38.3,West,38,4,153.2,EMP007
ORD00050,Rice Bowl,2026-02-14 16:40,Dine-In,Card,5,25.89,East,32,1,25.89,EMP003
ORD00189,Coffee,2026-01-08 12:20,Dine-In,Cash,2,29.87,Central,10,2,59.74,EMP022
ORD00221,Fries,2026-01-31 17:18,Takeaway,Card,3,37.65,Central,9,5,188.25,EMP004
ORD00276,Noodles,2026-01-21 18:19,Dine-In,Card,5,31.24,Central,39,1,31.24,EMP016
ORD00113,Rice Bowl,2026-05-31 16:31,Online,Card,1,39.5,Central,30,1,39.5,EMP020
ORD00277,Fries,2026-06-22 12:23,Dine-In,E-Wallet,1,6.35,East,37,5,31.75,EMP020
ORD00322,Pasta,2026-02-02 12:41,Takeaway,E-Wallet,5,4.68,South,5,1,4.68,EMP028
ORD00271,Sandwich,2026-02-24 15:30,Online,Cash,2,-3,West,30,1,33.54,EMP025
ORD00131,Salad,2026-01-01 22:07,Dine-In,E-Wallet,3,18.22,South,36,5,91.1,EMP016
ORD00062,Salad,2026-05-02 16:16,Dine-In,E-Wallet,2,19.92,East,25,4,79.68,EMP012
ORD00032,Salad,2026-02-24 10:27,Dine-In,Card,3,38.39,Central,39,4,153.56,EMP003
ORD00298,Tea,2026-06-21 08:29,Takeaway,Cash,4,20.39,East,26,3,61.17,EMP020
ORD00196,Pizza,2026-02-21 16:48,Online,Cash,5,2.98,South,24,1,2.98,EMP023
ORD00243,Pasta,2026-05-02 13:04,Dine-In,E-Wallet,4,15.95,East,10,5,79.75,EMP013
ORD00235,Pizza,2026-01-05 21:19,Takeaway,Cash,1,35.57,East,31,4,142.28,EMP026
ORD00298,Fries,2026-01-11 20:38,Dine-In,Cash,4,29.54,South,33,5,147.7,EMP007
ORD00020,Latte,2026-06-15 09:32,Takeaway,Cash,5,9.95,West,9,2,19.9,EMP014
ORD00051,Salad,2026-02-10 09:02,Dine-In,Card,3,32.03,Central,38,4,128.12,EMP023
ORD00105,Wrap,2026-02-13 13:52,Takeaway,Cash,1,30.99,West,28,1,30.99,EMP004
ORD00185,Coffee,2026-02-24 21:38,Dine-In,Cash,1,36.12,North,40,2,72.24,EMP024
ORD00059,Rice Bowl,2026-02-09 13:25,Takeaway,Cash,4,17.22,East,10,5,86.1,EMP025
ORD00241,Burger,2026-03-17 11:29,Pickup,E-Wallet,5,3.32,East,16,2,6.64,EMP029
ORD00311,Pasta,2026-04-08 15:02,Online,Cash,5,25.1,West,26,4,100.4,EMP010
ORD00264,Pizza,2026-06-03 14:48,Online,Card,4,38.56,East,31,3,115.68,EMP022
ORD00148,Coffee,2026-06-21 21:21,Online,Card,1,31.53,West,29,2,63.06,EMP002
ORD00219,Sandwich,2026-03-05 21:38,Takeaway,Card,3,6.28,South,18,5,31.4,EMP022
ORD00314,Salad,2026-02-04 12:21,Takeaway,Card,4,35.91,North,24,1,35.91,EMP011
ORD00274,Pizza,2026-05-21 11:16,Dine-In,Cash,5,21.06,North,39,5,105.3,EMP008
ORD00347,Cake,2026-02-12 17:52,Dine-In,E-Wallet,3,25.29,Central,33,3,75.87,EMP002
ORD00139,Burger,2026-04-29 16:21,Online,Cash,5,3.8,East,29,4,15.2,EMP019
ORD00150,Wrap,2026-05-26 22:43,Online,Cash,3,29.74,Central,33,5,148.7,EMP003
ORD00112,Fries,2026-02-28 15:31,Online,E-Wallet,4,15.68,West,23,2,31.36,EMP012
ORD00069,Sandwich,2026-03-01 11:50,Online,Card,4,23.57,North,45,4,94.28,EMP016
ORD00250,Rice Bowl,2026-05-01 09:59,Takeaway,Cash,2,5.71,West,17,1,5.71,EMP030
ORD00206,Cake,2026-04-02 10:46,Takeaway,Card,1,31.79,North,32,2,63.58,EMP015
ORD00008,Latte,2026-04-22 18:33,Online,E-Wallet,5,25.22,East,24,5,126.1,EMP003
ORD00117,Sandwich,2026-05-24 19:51,Dine-In,E-Wallet,4,11.97,South,41,4,47.88,EMP020
ORD00229,Tea,2026-04-26 15:12,Takeaway,E-Wallet,4,18.01,North,4,2,36.02,EMP005
ORD00145,Latte,2026-03-31 08:17,Takeaway,Card,5,5.57,North,19,2,11.14,EMP025
ORD00298,Coffee,2026-04-08 11:48,Online,E-Wallet,1,5.19,West,34,1,5.19,EMP015
ORD00258,Pizza,2026-02-25 17:15,Dine-In,Cash,1,36.13,South,24,5,180.65,EMP003
ORD00063,Wrap,2026-01-01 13:49,Online,Card,5,27.51,East,42,5,137.55,EMP026
ORD00141,Fries,2026-06-12 08:01,Dine-In,Cash,2,23.63,Central,38,4,94.52,EMP021
ORD00216,Sandwich,2026-05-27 18:15,Takeaway,E-Wallet,1,11.18,West,25,4,44.72,EMP008
ORD00050,Pizza,2026-04-22 13:26,Online,Card,1,34.78,East,9,4,139.12,EMP025
ORD00096,Fries,2026-04-07 08:23,Dine-In,Card,5,19.51,Central,6,4,78.04,EMP011
ORD00209,Burger,2026-06-03 16:01,Dine-In,Cash,5,9.1,West,28,2,18.2,EMP011
ORD00341,Rice Bowl,2026-01-15 11:10,Takeaway,Cash,3,36.92,South,26,2,73.84,EMP020
ORD00212,Noodles,2026-02-05 09:52,Takeaway,Card,3,27.38,East,31,2,54.76,EMP014
ORD00108,Wrap,2026-06-06 19:39,Takeaway,Cash,3,3.5,West,11,3,10.5,EMP019
ORD00243,Cake,2026-05-05 22:12,Takeaway,E-Wallet,5,37.21,North,37,5,186.05,EMP024
ORD00281,Salad,2026-02-08 09:19,Takeaway,Cash,4,18.96,North,44,5,94.8,EMP001
ORD00003,Sandwich,2026-06-15 13:18,Takeaway,Cash,3,18.22,South,34,4,72.88,EMP002
ORD00158,Pasta,2026-01-03 18:03,Dine-In,E-Wallet,3,27.02,Central,22,1,27.02,EMP021
ORD00117,Burger,2026-02-15 10:13,Takeaway,E-Wallet,4,17.29,Central,5,5,86.45,EMP027
ORD00319,Latte,2026-05-16 08:35,Online,Cash,1,26.11,Unknown,43,4,104.44,EMP007
ORD00274,Pasta,2026-06-27 19:10,Online,Card,2,37.11,North,24,5,185.55,EMP010
ORD00088,Cake,2026-05-05 09:57,Dine-In,Card,4,20.91,Central,43,5,104.55,EMP023
ORD00084,Salad,2026-01-31 11:50,Dine-In,E-Wallet,5,30.24,North,35,1,30.24,EMP028
ORD00167,Tea,2026-05-05 17:57,Takeaway,Card,1,21.22,South,42,4,84.88,EMP012
ORD00310,Cake,2026-01-02 11:13,Dine-In,E-Wallet,2,16.03,Central,6,3,48.09,EMP001
ORD00002,Rice Bowl,2026-06-19 10:09,Online,E-Wallet,4,10.02,Central,39,3,30.06,EMP011
ORD00126,Sandwich,2026-05-22 22:29,Takeaway,E-Wallet,4,19.48,West,15,3,58.44,EMP021
ORD00318,Smoothie,2026-02-28 22:07,Online,E-Wallet,3,8.56,West,44,5,42.8,EMP002
ORD00048,Sandwich,2026-06-20 15:29,Dine-In,E-Wallet,4,31.85,Central,4,4,127.4,EMP018
ORD00070,Wrap,2026-03-16 13:48,Dine-In,E-Wallet,3,18.98,West,12,5,94.9,EMP013
ORD00029,Smoothie,2026-05-17 22:22,Takeaway,Card,4,36.37,West,26,1,36.37,EMP018
ORD00233,Pizza,2026-06-09 14:00,Online,Card,1,9.07,South,9,5,45.35,EMP023
ORD00060,Cake,2026-01-10 14:28,Online,E-Wallet,4,15.84,South,13,5,79.2,EMP026
ORD00294,Latte,2026-05-15 21:37,Online,E-Wallet,2,17.7,West,6,5,88.5,EMP014
ORD00071,Noodles,2026-03-20 21:58,Online,E-Wallet,3,15.91,North,30,4,63.64,EMP020
ORD00053,Coffee,2026-05-28 20:36,Dine-In,Cash,4,13.51,West,45,5,67.55,EMP029
ORD00270,Smoothie,2026-03-18 11:49,Online,Card,2,39.39,East,22,1,39.39,EMP014
ORD00210,Sandwich,2026-04-02 22:18,Takeaway,Card,3,6.64,Central,22,4,26.56,EMP019
ORD00346,Tea,2026-03-30 09:30,Takeaway,Card,1,34.83,East,19,3,104.49,EMP025
ORD00258,Coffee,2026-02-08 22:42,Online,Card,2,24.82,South,21,1,24.82,EMP014
ORD00275,Wrap,2026-02-12 20:33,Dine-In,Cash,2,31.12,Central,3,4,124.48,EMP028
ORD00286,Coffee,2026-02-21 20:00,Dine-In,E-Wallet,5,19.8,West,11,4,79.2,EMP027
ORD00345,Pizza,2026-03-11 12:27,Takeaway,Cash,1,10.2,East,34,4,40.8,EMP019
ORD00160,Smoothie,2026-06-25 16:27,Dine-In,Cash,1,20.29,West,6,4,81.16,EMP020
ORD00256,Smoothie,2026-04-24 15:54,Takeaway,Card,1,5.87,North,12,1,5.87,EMP029
ORD00119,Fries,2026-06-05 22:40,Online,Cash,3,10.55,South,9,4,42.2,EMP025
ORD00235,Salad,2026-01-29 15:53,Takeaway,E-Wallet,5,19.2,East,31,2,38.4,EMP012
ORD00087,Burger,2026-01-12 10:21,Online,Card,4,16.63,West,44,3,49.89,EMP014
ORD00156,Salad,2026-03-05 15:45,Online,Cash,2,21.27,East,32,5,106.35,EMP017
ORD00249,Salad,2026-01-21 12:06,Online,E-Wallet,3,35.08,Central,31,4,140.32,EMP005
ORD00115,Rice Bowl,2026-05-05 11:18,Online,Cash,5,8.05,Central,26,3,24.15,EMP018
ORD00241,Pizza,2026-02-23 19:43,Online,Card,4,5.45,Central,41,4,21.8,EMP006
ORD00163,Burger,2026-03-24 16:09,Dine-In,E-Wallet,5,8.02,Central,35,4,32.08,EMP001
ORD00043,Pasta,2026-04-11 20:17,Online,Cash,5,20.87,East,3,4,83.48,EMP021
ORD00003,Tea,2026-02-12 14:10,Dine-In,Cash,4,12.33,South,20,4,49.32,EMP019
ORD00247,Noodles,2026-06-22 17:19,Dine-In,Cash,1,12.73,West,25,4,50.92,EMP006
ORD00149,Tea,2026-05-29 18:54,Dine-In,E-Wallet,,30.82,North,27,3,92.46,EMP022
ORD00030,Cake,2026-01-04 16:32,Online,Card,1,14.87,West,35,2,29.74,EMP025
ORD00225,Latte,2026-06-20 08:20,Takeaway,E-Wallet,5,35.38,West,11,5,176.9,EMP006
ORD00070,Rice Bowl,2026-04-17 11:19,Online,E-Wallet,5,39.29,North,44,1,39.29,EMP023
ORD00010,Rice Bowl,2026-03-01 20:44,Dine-In,Card,5,8.3,East,14,2,16.6,EMP005
ORD00206,Tea,2026-01-14 08:58,Takeaway,Card,1,8.19,West,15,3,24.57,EMP017
ORD00280,Latte,2026-04-03 16:51,Takeaway,Card,2,15.73,East,28,4,62.92,EMP020
ORD00339,Wrap,2026-01-11 20:33,Online,E-Wallet,2,7.8,East,19,5,39.0,EMP023
ORD00121,Salad,2026-05-25 15:39,Takeaway,Cash,5,24.37,South,8,4,97.48,EMP009
ORD00119,Smoothie,2026-03-20 13:53,Takeaway,E-Wallet,5,16.53,North,18,2,33.06,EMP018
ORD00008,Coffee,2026-03-01 16:46,Online,Card,3,17.22,Central,15,1,17.22,EMP018
ORD00298,Tea,2026-03-13 21:31,Dine-In,Cash,5,11.62,South,17,1,11.62,EMP020
ORD00175,Fries,2026-03-07 11:29,Takeaway,E-Wallet,1,17.72,South,35,4,70.88,EMP026
ORD00309,Noodles,2026-02-15 08:45,Takeaway,Cash,3,32.0,Central,38,4,128.0,EMP029
ORD00045,Fries,2026-06-27 20:49,Dine-In,E-Wallet,3,9.59,West,41,4,38.36,EMP028
ORD00278,Coffee,2026-03-25 17:37,Takeaway,E-Wallet,4,13.0,Central,36,3,39.0,EMP007
ORD00032,Rice Bowl,2026-06-02 14:27,Dine-In,Card,5,34.96,North,32,3,104.88,EMP022
ORD00053,Cake,2026-04-15 18:21,Dine-In,E-Wallet,1,17.46,West,36,2,34.92,EMP023
ORD00299,Rice Bowl,2026-06-16 10:16,Takeaway,Cash,1,38.31,West,31,3,114.93,EMP009
ORD00322,Wrap,2026-05-12 16:55,Dine-In,Card,1,18.44,Central,10,1,18.44,EMP030
ORD00107,Fries,15/03/2026 09:30,Dine-In,Card,2,31.0,Unknown,13,2,62.0,EMP015
ORD00127,Latte,2026-02-15 15:34,Takeaway,Card,4,19.91,Central,15,2,39.82,EMP030
ORD00237,Fries,2026-02-09 14:43,Dine-In,Cash,1,18.57,South,13,2,37.14,EMP021
ORD00021,Latte,2026-05-21 19:58,Dine-In,Card,5,28.3,East,21,5,141.5,EMP012
ORD00188,Cake,2026-05-23 14:31,Takeaway,Cash,4,36.84,North,9,1,36.84,EMP023
ORD00090,Latte,2026-05-25 15:25,Dine-In,Card,4,34.39,West,22,2,68.78,EMP004
ORD00119,Sandwich,2026-06-09 09:04,Dine-In,E-Wallet,1,37.89,West,36,2,75.78,EMP019
ORD00160,Latte,2026-06-27 09:27,Online,Cash,1,16.48,West,42,2,32.96,EMP019
ORD00011,Rice Bowl,2026-03-08 08:10,Online,E-Wallet,5,10.25,Central,3,4,41.0,EMP026
ORD00123,Sandwich,2026-03-22 22:14,Takeaway,Card,3,11.91,Central,33,1,11.91,EMP030
ORD00119,Sandwich,2026-06-22 15:42,Takeaway,Cash,3,4.93,North,36,3,14.79,EMP010
ORD00142,Tea,2026-05-16 19:55,Takeaway,Cash,1,25.4,West,18,5,127.0,EMP025
ORD00070,Latte,2026-05-23 20:57,Takeaway,Card,1,12.39,East,5,4,49.56,EMP001
ORD00271,Rice Bowl,2026-01-09 20:19,Takeaway,E-Wallet,2,3.95,North,19,1,3.95,EMP020
ORD00104,Sandwich,2026-05-03 10:14,Online,Card,2,11.38,North,44,4,45.52,EMP017
ORD00088,Coffee,2026-04-01 11:27,Takeaway,E-Wallet,1,12.62,North,45,3,37.86,EMP022
ORD00135,Burger,2026-04-27 22:41,Takeaway,Cash,5,30.38,West,7,4,121.52,EMP025
ORD00008,,2026-01-19 10:24,Dine-In,Cash,5,33.24,South,23,3,99.72,EMP003
ORD00094,Fries,2026-05-30 11:01,Online,E-Wallet,2,31.14,Central,15,5,155.7,EMP025
ORD00069,Salad,2026-05-06 08:00,Online,E-Wallet,4,8.38,West,38,5,41.9,EMP002
ORD00348,Tea,2026-02-05 12:57,Dine-In,Card,1,31.54,South,11,2,63.08,EMP030
ORD00045,Rice Bowl,2026-05-22 12:24,Takeaway,Card,5,26.27,West,13,1,26.27,EMP004
ORD00121,Cake,2026-05-26 15:04,Online,Card,4,22.87,South,29,2,45.74,EMP016
ORD00075,Sandwich,2026-02-13 17:06,Online,Card,4,25.17,North,15,1,25.17,EMP015
ORD00227,Pizza,2026-05-29 12:13,Online,E-Wallet,5,29.44,East,26,3,88.32,EMP014
ORD00033,Rice Bowl,2026-05-05 15:40,Online,Card,4,26.9,Central,14,5,134.5,EMP024
ORD00341,Cake,2026-01-01 16:28,Dine-In,E-Wallet,2,26.88,Central,5,4,107.52,EMP017
ORD00253,Salad,2026-06-20 11:22,Takeaway,E-Wallet,4,14.43,West,39,5,72.15,EMP013
ORD00073,Burger,2026-06-29 21:24,Online,Cash,2,10.2,East,37,3,30.6,EMP002
ORD00051,Sandwich,2026-04-25 18:10,Takeaway,E-Wallet,5,39.43,South,16,3,118.29,EMP016
ORD00174,Latte,2026-03-26 11:56,Online,E-Wallet,1,6.97,Central,30,5,34.85,EMP015
ORD00239,Burger,2026-03-31 21:31,Takeaway,Cash,1,25.81,South,6,1,25.81,EMP007
ORD00318,Wrap,2026-01-28 11:27,Online,E-Wallet,4,11.26,West,35,4,45.04,EMP003
ORD00067,Latte,2026-06-06 11:05,Takeaway,E-Wallet,5,9.39,East,18,2,18.78,EMP018
ORD00043,Pasta,2026-04-10 14:24,Online,Card,3,36.6,South,35,2,73.2,EMP005
ORD00161,Noodles,2026-06-28 18:34,Dine-In,Cash,3,11.38,South,21,5,56.9,EMP019
ORD00258,Salad,2026-02-27 21:41,Takeaway,E-Wallet,1,27.25,South,43,1,27.25,EMP026
ORD00035,Pasta,2026-06-21 19:17,Online,E-Wallet,1,24.12,Central,18,4,96.48,EMP003
ORD00207,Tea,2026-03-13 08:21,Takeaway,Cash,4,21.97,Central,12,5,109.85,EMP022
ORD00008,Noodles,2026-01-19 11:56,Online,Card,5,12.22,West,35,3,36.66,EMP006
ORD00113,Burger,2026-04-28 11:23,Takeaway,Cash,3,22.04,South,23,4,88.16,EMP029
ORD00132,Noodles,2026-02-03 11:18,Dine-In,E-Wallet,2,25.25,South,37,1,25.25,EMP007
ORD00140,Noodles,2026-05-15 22:49,Online,Card,2,6.23,South,9,2,12.46,EMP030
ORD00195,Rice Bowl,2026-04-02 22:13,Dine-In,Cash,4,10.65,East,14,1,10.65,EMP022
ORD00282,Salad,2026-02-19 17:11,Online,Card,4,4.38,South,19,1,4.38,EMP026
ORD00302,Latte,2026-03-31 22:15,Dine-In,Card,1,25.31,West,31,3,75.93,EMP002
ORD00138,Latte,2026-02-10 15:47,Dine-In,E-Wallet,3,16.81,Central,19,1,16.81,EMP011
ORD00342,Latte,2026-05-28 12:31,Takeaway,Cash,2,14.34,South,19,3,43.02,EMP027
ORD00214,Sandwich,2026-04-14 15:47,Dine-In,Cash,4,25.75,West,12,2,51.5,EMP019
ORD00212,Wrap,2026-02-19 19:15,Dine-In,E-Wallet,2,31.75,Central,39,5,158.75,EMP022
ORD00005,Wrap,2026-04-03 08:10,Dine-In,Cash,1,32.84,South,38,1,32.84,EMP025
ORD00071,Wrap,2026-01-30 19:50,Online,Cash,3,23.02,Central,29,5,115.1,EMP023
ORD00258,Tea,2026-04-05 15:48,Dine-In,Cash,1,30.12,North,37,4,120.48,EMP025
ORD00110,Rice Bowl,2026-03-09 11:25,Dine-In,Cash,3,14.33,East,42,3,42.99,EMP020
ORD00247,Noodles,2026-04-04 13:53,Online,E-Wallet,5,30.29,Central,43,5,151.45,EMP006
ORD00136,Wrap,2026-04-09 12:41,Dine-In,Cash,2,3.55,East,11,4,14.2,EMP009
ORD00201,Pasta,2026-05-15 19:53,Dine-In,Card,5,31.19,East,38,1,31.19,EMP024
ORD00350,Fries,2026-01-03 15:50,Online,E-Wallet,4,7.93,North,6,2,15.86,EMP010
ORD00184,Pizza,2026-05-30 10:59,Dine-In,Cash,5,7.79,West,31,5,38.95,EMP027
ORD00079,Latte,2026-05-27 14:49,Dine-In,Cash,3,30.42,Central,35,2,60.84,EMP006
ORD00091,Sandwich,2026-05-19 21:29,Dine-In,E-Wallet,1,15.32,North,44,4,61.28,EMP020
ORD00337,Smoothie,2026-01-02 18:26,Online,E-Wallet,3,11.37,North,38,4,45.48,EMP007
ORD00288,Burger,2026-01-05 22:33,Takeaway,E-Wallet,5,25.39,West,34,5,126.95,EMP009
ORD00301,Cake,2026-06-15 17:06,Dine-In,Card,3,15.79,West,25,2,31.58,EMP018
ORD00194,Cake,2026-05-09 12:31,Dine-In,Cash,3,12.28,East,5,1,12.28,EMP009
ORD00230,Rice Bowl,2026-04-19 15:20,Takeaway,Card,5,28.2,Central,35,4,112.8,EMP027
ORD00163,Rice Bowl,2026-03-04 16:10,Takeaway,E-Wallet,4,32.31,North,24,1,32.31,EMP015
ORD00123,Cake,2026-05-05 14:37,Dine-In,Cash,1,28.55,North,18,4,114.2,EMP020
ORD00158,Noodles,2026-02-24 21:02,Online,Cash,3,8.58,North,5,4,34.32,EMP006
ORD00259,Wrap,2026-06-20 17:13,Dine-In,E-Wallet,3,22.27,South,44,2,44.54,EMP009
ORD00298,Wrap,2026-05-02 10:04,Online,E-Wallet,1,20.93,South,21,3,62.79,EMP015
ORD00221,Sandwich,2026-02-11 11:51,Dine-In,Cash,4,27.12,East,25,1,27.12,EMP008
